"area_id","dhis2_id","pepfar_id","map_level","map_name"
"NGA_3_504",,"xvaHIN4Xroj",2,"og Remo North"
"NGA_3_505",,"cx0xFi6L7Fp",2,"og Sagamu"
"NGA_3_506",,"XY5wcfahN5W",2,"og Yewa North"
"NGA_3_507",,"ewh51nY512W",2,"og Yewa South"
"NGA_3_508",,"PJ710HPntzX",2,"on Akoko North East"
"NGA_3_509",,"a1YObf4CR93",2,"on Akoko North West"
"NGA_3_510",,"SiZyocWf5kz",2,"on Akoko South East"
"NGA_3_511",,"LM0SzUjIbAE",2,"on Akoko South West"
"NGA_3_512",,"oV6tlXANpkd",2,"on Akure North"
"NGA_3_513",,"FpADQG6JcC5",2,"on Akure South"
"NGA_3_514",,"GeeOYDsTZJU",2,"on Ese-Odo"
"NGA_3_515",,"InBkYWArQFT",2,"on Idanre"
"NGA_3_516",,"Vx6DDE2P1e8",2,"on Ifedore"
"NGA_3_517",,"nxPuG6XnkxA",2,"on Ilaje"
"NGA_3_518",,"O65wXRg0Ic3",2,"on Ile Oluji Okeigbo"
"NGA_3_519",,"AZsdgJCaQWl",2,"on Irele"
"NGA_3_520",,"dZRlykTqZhw",2,"on Odigbo"
"NGA_3_521",,"cealFXAKL2I",2,"on Okitipupa"
"NGA_3_522",,"xvPzCr7ZYEE",2,"on Ondo East"
"NGA_3_523",,"GAGxDMx8uvm",2,"on Ondo West"
"NGA_3_524",,"WLQLVZAd77i",2,"on Ose"
"NGA_3_525",,"yQa2xS9x96u",2,"on Owo"
"NGA_3_526",,"tNxqnAq8Xc0",2,"os Aiyedade"
"NGA_3_527",,"ndLdNK4zUD7",2,"os Aiyedire"
"NGA_3_528",,"suKyhw89Qaq",2,"os Atakunmosa East"
"NGA_3_529",,"DWAW5pcNEL2",2,"os Atakunmosa West"
"NGA_3_530",,"ONCf0MkPt7j",2,"os Boluwaduro"
"NGA_3_531",,"k3vaaxirnVU",2,"os Boripe"
"NGA_3_532",,"h5AxqPwPdT3",2,"os Ede North"
"NGA_3_533",,"PWfDHBvn1hw",2,"os Ede South"
"NGA_3_534",,"cpcIeES6ouI",2,"os Egbedore"
"NGA_3_535",,"dzhjTRHGqu0",2,"os Ejigbo"
"NGA_3_536",,"tr5rm0vaxGG",2,"os Ife Central"
"NGA_3_537",,"Wf7A67DZQDR",2,"os Ife East"
"NGA_3_538",,"OqZ11xWhJlB",2,"os Ife North"
"NGA_3_539",,"Am4PwcNA5tQ",2,"os Ife South"
"NGA_3_540",,"CcjiElAynqW",2,"os Ifedayo"
"NGA_3_541",,"llqmYXa4TEq",2,"os Ifelodun"
"NGA_3_542",,"k9ilIScUQLb",2,"os Ila"
"NGA_3_543",,"dxMNL5PwvQa",2,"os Ilesha East"
"NGA_3_544",,"K3QRzs0XJAw",2,"os Ilesha West"
"NGA_3_545",,"Xzs7E1b7S5U",2,"os Irepodun"
"NGA_3_546",,"AIWlVFpaxFZ",2,"os Irewole"
"NGA_3_547",,"rhg7o351Ogx",2,"os Isokan"
"NGA_3_548",,"VWzOuFbOVsE",2,"os Iwo"
"NGA_3_549",,"dbhjolBPkSA",2,"os Obokun"
"NGA_3_550",,"GjyQSlHTYcS",2,"os Odo-Otin"
"NGA_3_551",,"c9h9bKztIqJ",2,"os Ola-Oluwa"
"NGA_3_552",,"kabZQyVo8MM",2,"os Olorunda"
"NGA_3_553",,"CNt1ZK0RFeB",2,"os Oriade"
"NGA_3_554",,"xPVXbnfePYE",2,"os Orolu"
"NGA_3_555",,"wLldH8OpVNF",2,"os Osogbo"
"NGA_3_556",,"IlkoZAYAoQs",2,"oy Afijio"
"NGA_3_557",,"vpR6qB6b19O",2,"oy Akinyele"
"NGA_3_558",,"vmUxBIASp0I",2,"oy Atiba"
"NGA_3_559",,"dxrlspj18NY",2,"oy Atisbo"
"NGA_3_560",,"zvDjtdkAuTP",2,"oy Egbeda"
"NGA_3_561",,"iydYKfCH5Cl",2,"oy Ibadan North"
"NGA_3_562",,"dFj2ILZVfUi",2,"oy Ibadan North-East"
"NGA_3_563",,"iZCbzoOssS4",2,"oy Ibadan North-West"
"NGA_3_564",,"CtGoE7JQAiX",2,"oy Ibadan South-East"
"NGA_3_565",,"KCu09ZdJTEL",2,"oy Ibadan South-West"
"NGA_3_566",,"AZ20YeJChyC",2,"oy Ibarapa Central"
"NGA_3_567",,"GOOy2mVNRd1",2,"oy Ibarapa East"
"NGA_3_568",,"M0ujki7803y",2,"oy Ibarapa North"
"NGA_3_569",,"QiWl2gmww69",2,"oy Ido"
"NGA_3_570",,"fV2Ogk0TO7p",2,"oy Irepo"
"NGA_3_571",,"ZA3JkbqwvuA",2,"oy Iseyin"
"NGA_3_572",,"Kcr5bLQVHEd",2,"oy Itesiwaju"
"NGA_3_573",,"bRYPnMBCWrq",2,"oy Iwajowa"
"NGA_3_574",,"XXgCDEMk4Ha",2,"oy Kajola"
"NGA_3_575",,"sjFUh2vg03X",2,"oy Lagelu"
"NGA_3_576",,"ELWNSBUCfD3",2,"oy Ogbomoso North"
"NGA_3_577",,"p7y3haZd6OO",2,"oy Ogbomoso South"
"NGA_3_578",,"yNLdrMwLReu",2,"oy Ogo Oluwa"
"NGA_3_579",,"p3M4FdE8RkC",2,"oy Olorunsogo"
"NGA_3_580",,"rWgqvOVxhQN",2,"oy Oluyole"
"NGA_3_581",,"SMv1QuqswmC",2,"oy Ona Ara"
"NGA_3_582",,"WZhoAUn8Opk",2,"oy Orelope"
"NGA_3_583",,"oJiN1pog19z",2,"oy Ori Ire"
"NGA_3_584",,"RBnV0s4V6wj",2,"oy Oyo East"
"NGA_3_585",,"YMlSzHMFp3b",2,"oy Oyo West"
"NGA_3_586",,"UTmAHL0WmBn",2,"oy Saki East"
"NGA_3_587",,"leA9yz8ggzz",2,"oy Saki West"
"NGA_3_588",,"vO4O9o8Y2Be",2,"oy Surulere"
"NGA_3_589",,"T4bC8V6Pxvf",2,"jg Auyo"
"NGA_3_590",,"J5F2X2qqq3L",2,"jg Babura"
"NGA_3_591",,"yFfZIhVPEO6",2,"jg Biriniwa"
"NGA_3_592",,"ZpjKf61i2Uc",2,"jg Birnin Kudu"
"NGA_3_593",,"SS3cAEgAw2T",2,"jg Buji"
"NGA_3_594",,"obbfFvgh8Um",2,"jg Dutse"
"NGA_3_595",,"JYp856h1BYV",2,"jg Gagarawa"
"NGA_3_596",,"xImwHFotapN",2,"jg Garki"
"NGA_3_597",,"ujfhm07rpYT",2,"jg Gumel"
"NGA_3_598",,"RgWOMoZpSj1",2,"jg Guri"
"NGA_3_599",,"WlY47shYnnr",2,"jg Gwaram"
"NGA_3_600",,"wrEDuANgaVk",2,"jg Gwiwa"
"NGA_3_601",,"vPxA5Pt1JGZ",2,"jg Hadejia"
"NGA_3_602",,"sW1EiA2DlI3",2,"jg Jahun"
"NGA_3_603",,"algIunF3eLD",2,"jg Kafin Hausa"
"NGA_3_604",,"aS2udX8k7bI",2,"jg Kaugama"
"NGA_3_605",,"WvxEjK4hxfo",2,"jg Kazaure"
"NGA_3_606",,"OPQ08mpFkNS",2,"jg Kiri Kasamma"
"NGA_3_607",,"ahLDLd3w2Xt",2,"jg Kiyawa"
"NGA_3_608",,"FuEmzawu1KF",2,"jg Maigatari"
"NGA_3_609",,"kWn84cyfCtm",2,"jg Malam Madori"
"NGA_3_610",,"eHuUs7BORtc",2,"jg Miga"
"NGA_3_611",,"f0TB3r61i5b",2,"jg Ringim"
"NGA_3_612",,"m2vUPXG3sSF",2,"jg Roni"
"NGA_3_613",,"CJ1qAtITXnn",2,"jg Sule Tankarkar"
"NGA_3_614",,"aChfL7S45l8",2,"jg Taura"
"NGA_3_615",,"cFeHqZjzf5w",2,"jg Yankwashi"
"NGA_3_616",,"z7cRKbwx8L7",2,"kd Birnin Gwari"
"NGA_3_617",,"A279VIsHpTI",2,"kd Chikun"
"NGA_3_618",,"t4pYfQ9Skx4",2,"kd Giwa"
"NGA_3_619",,"dlxwQg99WoE",2,"kd Igabi"
"NGA_3_620",,"pad3e5xOCdP",2,"kd Ikara"
"NGA_3_621",,"uFaSs80gLIx",2,"kd Jaba"
"NGA_3_622",,"vufh9kqDnPj",2,"kd Jema'a"
"NGA_3_623",,"ILwIROK4TTR",2,"kd Kachia"
"NGA_3_624",,"U42lUlqw14s",2,"kd Kaduna North"
"NGA_3_625",,"QaeAxjVVGmA",2,"kd Kaduna South"
"NGA_3_626",,"Bc82bF99cN1",2,"kd Kagarko"
"NGA_3_627",,"Vpd9OutI5QE",2,"kd Kajuru"
"NGA_3_628",,"tkNy2sER8xX",2,"kd Kaura"
"NGA_3_629",,"fk5t7pAg7Cm",2,"kd Kauru"
"NGA_3_630",,"k2dAp9r2mRa",2,"kd Kubau"
"NGA_3_631",,"tXeGc4P4bXe",2,"kd Kudan"
"NGA_3_632",,"xgIRJYISVOB",2,"kd Lere"
"NGA_3_633",,"oPl04jv6omI",2,"kd Makarfi"
"NGA_3_634",,"n81KW6HQJ9Q",2,"kd Sabon Gari"
"NGA_3_635",,"igUyFcgaVHP",2,"kd Sanga"
"NGA_3_636",,"sWKNZPZj231",2,"kd Soba"
"NGA_3_637",,"LRJl5ilFu2M",2,"kd Zango-Kataf"
"NGA_3_638",,"bKXKmhOnPpK",2,"kd Zaria"
"NGA_3_639",,"qScxHQJRXT2",2,"kn Ajingi"
"NGA_3_640",,"WPpXY9AvyHg",2,"kn Albasu"
"NGA_3_641",,"LQ07jvCf7L7",2,"kn Bagwai"
"NGA_3_642",,"TRlSNplN5Jg",2,"kn Bebeji"
"NGA_3_643",,"Ndb1V96smxI",2,"kn Bichi"
"NGA_3_644",,"e3D11bIhjMM",2,"kn Bunkure"
"NGA_3_645",,"i39m25bqb6I",2,"kn Dala"
"NGA_3_646",,"qJxw5bx87ef",2,"kn Dambatta"
"NGA_3_647",,"QuSjorQMTIB",2,"kn Dawakin Kudu"
"NGA_3_648",,"lxaYSoNWlnj",2,"kn Dawakin Tofa"
"NGA_3_649",,"bFp5n4wtPuS",2,"kn Doguwa"
"NGA_3_650",,"WdewJdiYf0U",2,"kn Fagge"
"NGA_3_651",,"mHXT2rANtG6",2,"kn Gabasawa"
"NGA_3_652",,"eszzmm9ElDQ",2,"kn Garko"
"NGA_3_653",,"ObXsOXMfFKl",2,"kn Garum Mallam"
"NGA_3_654",,"ytb5bLhe4XQ",2,"kn Gaya"
"NGA_3_655",,"pK6V4j3qOzW",2,"kn Gezawa"
"NGA_3_656",,"jdlsTHZtuOE",2,"kn Gwale"
"NGA_3_657",,"M7JgWP2RFy2",2,"kn Gwarzo"
"NGA_3_658",,"rHIUe15ZV19",2,"kn Kabo"
"NGA_3_659",,"sD1YPwvBkpv",2,"kn Kano Municipal"
"NGA_3_660",,"PHt2f7SlMsk",2,"kn Karaye"
"NGA_3_661",,"jWZPRJUEiFJ",2,"kn Kibiya"
"NGA_3_662",,"npR1mmZD3MR",2,"kn Kiru"
"NGA_3_663",,"pdPUuTMC9Y9",2,"kn Kumbotso"
"NGA_3_664",,"I2rGvpGOy25",2,"kn Kunchi"
"NGA_3_665",,"IkjqwHIYoJZ",2,"kn Kura"
"NGA_3_666",,"itgq4MoNDVI",2,"kn Madobi"
"NGA_3_667",,"RMEbH3T3o0l",2,"kn Makoda"
"NGA_3_668",,"o1OVapsXXrH",2,"kn Minjibir"
"NGA_3_669",,"u813QHCYeuq",2,"kn Nassarawa"
"NGA_3_670",,"cH8gyiz4Kyy",2,"kn Rano"
"NGA_3_671",,"gXzbTBd3j3Y",2,"kn Rimin Gado"
"NGA_3_672",,"QH3Meqh4VJQ",2,"kn Rogo"
"NGA_3_673",,"M6afPJHQb72",2,"kn Shanono"
"NGA_3_674",,"PEMshgXYnEs",2,"kn Sumaila"
"NGA_3_675",,"wOuof2XtCzo",2,"kn Takai"
"NGA_3_676",,"bEYcwtSvhR6",2,"kn Tarauni"
"NGA_3_677",,"hAZCYOuJZBb",2,"kn Tofa"
"NGA_3_678",,"uzq1THfmxvH",2,"kn Tsanyawa"
"NGA_3_679",,"zsRdNJpmNeE",2,"kn Tudun Wada"
"NGA_3_680",,"ULLI5OowYdm",2,"kn Ungogo"
"NGA_3_681",,"DHXag0phdG0",2,"kn Warawa"
"NGA_3_682",,"vDDwD4zbB1o",2,"kn Wudil"
"NGA_3_683",,"E7bvNe8kEF0",2,"kt Bakori"
"NGA_3_684",,"dURSfL69IMw",2,"kt Batagarawa"
"NGA_3_685",,"duzPZ6Bukjf",2,"kt Batsari"
"NGA_3_686",,"eDBqlezxH0a",2,"kt Baure"
"NGA_3_687",,"dutkWvnYS9i",2,"kt Bindawa"
"NGA_3_688",,"aoi69JaAW3P",2,"kt Charanchi"
"NGA_3_689",,"H3TXFP8cHtr",2,"kt Dan Musa"
"NGA_3_690",,"O3zSmYC7dRp",2,"kt Dandume"
"NGA_3_691",,"GbrZHS1OjjD",2,"kt Danja"
"NGA_3_692",,"QGI0cnzjZIP",2,"kt Daura"
"NGA_3_693",,"oZK7wQ8AS05",2,"kt Dutsi"
"NGA_3_694",,"PwTVkZPuTDA",2,"kt Dutsin-Ma"
"NGA_3_695",,"AUZAz1oqQ7F",2,"kt Faskari"
"NGA_3_696",,"uYJi1Sc1OlZ",2,"kt Funtua"
"NGA_3_697",,"clxrlIljUkQ",2,"kt Ingawa"
"NGA_3_698",,"tiBbmPwovlH",2,"kt Jibia"
"NGA_3_699",,"UbrsWhXj70k",2,"kt Kafur"
"NGA_3_700",,"Mq9Y1QEWTTf",2,"kt Kaita"
"NGA_3_701",,"Oc78WrIzv4O",2,"kt Kankara"
"NGA_3_702",,"WeHFx8CmMqV",2,"kt Kankia"
"NGA_3_703",,"XDgdj9Pdsiq",2,"kt Katsina"
"NGA_3_704",,"Lge2fmokEKv",2,"kt Kurfi"
"NGA_3_705",,"ACvgKttmG58",2,"kt Kusada"
"NGA_3_706",,"jHgdqXImWVH",2,"kt Mai'Adua"
"NGA_3_707",,"b3NvwiCilSH",2,"kt Malumfashi"
"NGA_3_708",,"AmRHP7t5r7s",2,"kt Mani"
"NGA_3_709",,"CxUtCqUjMHr",2,"kt Mashi"
"NGA_3_710",,"gp5qHsPu52e",2,"kt Matazu"
"NGA_3_711",,"A8BaTswwST4",2,"kt Musawa"
"NGA_3_712",,"KX6WxCBO8sd",2,"kt Rimi"
"NGA_3_713",,"P5LcMSudkwP",2,"kt Sabuwa"
"NGA_3_714",,"smhArjDWLuv",2,"kt Safana"
"NGA_3_715",,"F8RVAawTj3q",2,"kt Sandamu"
"NGA_3_716",,"cSqqluzYmPt",2,"kt Zango"
"NGA_3_717",,"BZ0DpSTBjIr",2,"ke Aleiro"
"NGA_3_718",,"cyhHIcJZjHi",2,"ke Arewa-Dandi"
"NGA_3_719",,"bhS2NNwWzkb",2,"ke Argungu"
"NGA_3_720",,"HQHZPaPqaMC",2,"ke Augie"
"NGA_3_721",,"Zelc7Ij8pQq",2,"ke Bagudo"
"NGA_3_722",,"yY15GJ9MSfL",2,"ke Birnin Kebbi"
"NGA_3_723",,"FNMrAWtZWQ4",2,"ke Bunza"
"NGA_3_724",,"nnmWMcj4mCA",2,"ke Dandi"
"NGA_3_725",,"PK80KRcgF8c",2,"ke Fakai"
"NGA_3_726",,"Jp7qmiWQpke",2,"ke Gwandu"
"NGA_3_727",,"g0DDonzdUA9",2,"ke Jega"
"NGA_3_728",,"A6bbzR080Zg",2,"ke Kalgo"
"NGA_3_729",,"XyOr2mBaTzz",2,"ke Koko Besse"
"NGA_3_730",,"dHqBHka5u3Y",2,"ke Maiyama"
"NGA_3_731",,"GoyPAqsi8hE",2,"ke Ngaski"
"NGA_3_732",,"udN1v10a2tK",2,"ke Sakaba"
"NGA_3_733",,"oy7nF3sX05H",2,"ke Shanga"
"NGA_3_734",,"NpxFn7xBbot",2,"ke Suru"
"NGA_3_735",,"jcUO5qAgLQd",2,"ke Wasagu-Danko"
"NGA_3_736",,"R81UH1R1lTl",2,"ke Yauri"
"NGA_3_737",,"O4lKV4nabSL",2,"ke Zuru "
"NGA_3_738",,"JAbWcsjaThI",2,"so Binji"
"NGA_3_739",,"mU4xLJkmJ1n",2,"so Bodinga"
"NGA_3_740",,"EFiZIMdk7CK",2,"so Dange-shnsi"
"NGA_3_741",,"OOozvPmus5h",2,"so Gada"
"NGA_3_742",,"QW6ipnJ667p",2,"so Goronyo"
"NGA_3_743",,"NPq76gDFefd",2,"so Gudu"
"NGA_3_744",,"RQ3XEd1s9pT",2,"so Gwadabawa"
"NGA_3_745",,"Ot1rO9XQIUx",2,"so Illela"
"NGA_3_746",,"VfF0gugE9nG",2,"so Isa"
"NGA_3_747",,"dlGASWuvQ3Y",2,"so Kebbe"
"NGA_3_748",,"kaz5efadUMl",2,"so Kware"
"NGA_3_749",,"L00lRsjGRNa",2,"so Rabah"
"NGA_3_750",,"EcW5sxrn7Kx",2,"so Sabo Birni"
"NGA_3_751",,"UoqWfOPE4kb",2,"so Shagari"
"NGA_3_752",,"hBETnzuLuGS",2,"so Silame"
"NGA_3_753",,"c4XamXWAJm5",2,"so Sokoto North"
"NGA_3_754",,"wwWXkcdr5x5",2,"so Sokoto South"
"NGA_3_755",,"N0H1zZzTWGq",2,"so Tambuwal"
"NGA_3_756",,"IXHQSYJ6zKL",2,"so Tangaza"
"NGA_3_757",,"loFfnXvTMpH",2,"so Tureta"
"NGA_3_758",,"NiS8nFDiIJ6",2,"so Wamako"
"NGA_3_759",,"DylD4aLFi5r",2,"so Wurno"
"NGA_3_760",,"nLtWhDsKEsm",2,"so Yabo"
"NGA_3_761",,"yPpyV8PRdT5",2,"za Anka"
"NGA_3_762",,"uW0EwEqDoz3",2,"za Bakura"
"NGA_3_763",,"xDEHgP4W3sw",2,"za Birnin Magaji"
"NGA_3_764",,"nMO6MfPJMqO",2,"za Bukkuyum"
"NGA_3_765",,"WQbcocy1CDP",2,"za Bungudu"
"NGA_3_766",,"P36E1ppaM9q",2,"za Gummi"
"NGA_3_767",,"R83C21BuCL5",2,"za Gusau"
"NGA_3_768",,"rZBbOn6W1wi",2,"za Kaura Namoda"
"NGA_3_769",,"tO5pER5YEmw",2,"za Maradun"
"NGA_3_770",,"XZdFyxcLSxk",2,"za Maru"
"NGA_3_771",,"AKMBCyOdsMJ",2,"za Shinkafi"
"NGA_3_772",,"JncTzTWoM1A",2,"za Talata Mafara"
"NGA_3_773",,"t07Wu4dK2Se",2,"za Tsafe"
"NGA_3_774",,"rktJXq6SLZh",2,"za Zurmi "
